outcome	result_reldir	n_seeds	nested_n	estimate	ci_lower	ci_upper	ci_half_width	nested_estimate	nested_change	relative_precision_defined	relative_ci_half_width	relative_nested_change
mean_degree	oat/eta=0.01	20	10	20.265142500000003	19.363642621111946	21.16664237888806	0.9014998788880568	20.677725000000002	0.4125824999999992	true	0.04448524745819363	0.020359220271952153
mean_degree	oat/eta=0.03	20	10	16.327925	15.79753263297965	16.85831736702035	0.530392367020351	16.842350000000003	0.5144250000000028	true	0.0324837581640258	0.03150584045431387
mean_degree	oat/k=12	20	10	20.819717500000003	20.04796962985122	21.591465370148786	0.7717478701487828	20.855905	0.03618749999999693	true	0.03706812401026972	0.001738135976148424
mean_degree	oat/k=4	20	10	17.164717500000002	16.377214481410256	17.952220518589748	0.7875030185897458	17.583725000000005	0.41900750000000286	true	0.04587917153834578	0.024410975595724357
mean_degree	oat/n_strangers=0	20	10	17.250205	16.672173361244333	17.82823663875567	0.5780316387556681	17.02827	0.221935000000002	true	0.033508682288452114	0.012865644205387819
mean_degree	oat/n_strangers=50	20	10	17.551702499999998	17.077544422601118	18.025860577398877	0.4741580773988794	17.81431	0.26260750000000144	true	0.027014933588287486	0.014961938877439466
mean_degree	oat/reservation_frac=0.4	20	10	17.601099999999995	16.93555823305997	18.26664176694002	0.6655417669400236	18.098795000000003	0.4976950000000073	true	0.03781250983972728	0.028276357727642445
mean_degree	oat/reservation_frac=0.9	20	10	17.69315	17.06014391119961	18.32615608880039	0.6330060888003892	18.003535	0.31038500000000013	true	0.03577690172752671	0.017542664816609828
mean_degree	oat/reservation_frac=1.2	20	10	15.827729999999999	15.17150315409065	16.483956845909347	0.6562268459093481	15.571165000000002	0.2565649999999966	true	0.04146057873803433	0.01620984184087021
mean_degree	oat/rho=0.0	20	10	15.771099999999999	15.363496746464717	16.178703253535282	0.4076032535352825	16.0276	0.25650000000000084	true	0.025844947627957627	0.01626392578830905
mean_degree	oat/rho=0.15	20	10	16.672015	16.04325129003052	17.300778709969478	0.6287637099694798	16.174455000000002	0.49755999999999645	true	0.03771372026533565	0.029844023053002083
mean_degree	oat/rho=0.3	20	10	17.123067499999998	16.43560242724135	17.810532572758646	0.6874650727586484	17.025035	0.09803249999999863	true	0.04014847647821563	0.005725171614256537
mean_degree	oat/rho=0.5	50	20	17.726558999999998	17.35437305677413	18.098744943225867	0.37218594322586895	17.71823	0.008328999999999809	true	0.020995949818905575	0.0004698599429251785
mean_degree	oat/rho=0.7	20	10	18.846362499999998	18.196714766774775	19.49601023322522	0.6496477332252226	18.764365	0.08199749999999639	true	0.03447072257180783	0.0043508395850921575
mean_degree	oat/rho=0.85	20	10	21.330485	20.4248154745607	22.2361545254393	0.9056695254393006	21.819134999999996	0.48864999999999625	true	0.04245892793526732	0.02290852739635298
