broker_service	rho	eta	metric	estimate	se	lower	upper	n
assessment_only	0.5	0.001	outsourcing_rate	0.630750262582344	0.01785050781218415	0.5933887203480391	0.6681118048166489	20
assessment_only	0.5	0.001	q_gap	-0.826689057497236	0.06987479586416775	-0.9729386860378093	-0.6804394289566627	20
assessment_only	0.5	0.001	rank_gap	0.2553094793621013	0.010181646130141022	0.23399904909824287	0.2766199096259597	20
assessment_only	0.5	0.001	self_fill_rate	0.9995992403182707	6.113900262110365e-5	0.9994712749151222	0.9997272057214193	20
assessment_only	0.5	0.001	self_net_output_per_requested_position	5.233648728423984	0.07252770006502071	5.0818465075769845	5.385450949270983	20
assessment_only	0.5	0.01	access_fraction	0.053703384342207006	0.0005958405515989607	0.05245627573511846	0.05495049294929555	20
assessment_only	0.5	0.01	agent_holdout_rank	0.6783965103189493	0.0077241326225487225	0.6622297149405149	0.6945633056973838	20
assessment_only	0.5	0.01	betweenness	0.79585332814462	0.005179806866804394	0.785011867775209	0.8066947885140309	20
assessment_only	0.5	0.01	broker_fill_rate	0.9996948699441388	4.8658414932822755e-5	0.9995930267112351	0.9997967131770426	20
assessment_only	0.5	0.01	broker_holdout_rank	0.9651982739212007	0.0031287149258732907	0.9586497983219616	0.9717467495204398	20
assessment_only	0.5	0.01	broker_net_output_per_requested_position	4.634038785889322	0.062467557456356446	4.503292685513035	4.764784886265609	20
assessment_only	0.5	0.01	broker_selected_rank	0.9500276763260125	0.004916975396900084	0.9397363285453668	0.9603190241066581	20
assessment_only	0.5	0.01	mean_degree	18.0872125	0.14496992468834607	17.78378696046153	18.39063803953847	20
assessment_only	0.5	0.01	net_output_per_requested_position	4.603363240070815	0.05576506226043751	4.486645623364142	4.7200808567774875	20
assessment_only	0.5	0.01	outsourcing_rate	0.9332327520922474	0.013111516968902183	0.9057900316865525	0.9606754724979424	20
assessment_only	0.5	0.01	q_gap	0.8296668117841767	0.1062469144990996	0.6072894640308982	1.0520441595374552	20
